tp_id,ntp_id
FANCA_HUMAN,PALLD_HUMAN
FANCA_HUMAN,Q5JYA6_HUMAN
FANCA_HUMAN,CEIP2_HUMAN
FANCA_HUMAN,CNTP1_HUMAN
HLTF_HUMAN,LONM_HUMAN
HLTF_HUMAN,XYLT1_HUMAN
HLTF_HUMAN,A0A6Q8PGE8_HUMAN
HLTF_HUMAN,J3KQH6_HUMAN
HLTF_HUMAN,GT2D1_HUMAN
SMBP2_HUMAN,V9HWJ0_HUMAN
SMBP2_HUMAN,A0A2R8Y438_HUMAN
SMBP2_HUMAN,E9PR38_HUMAN
SMBP2_HUMAN,GANAB_HUMAN
SMBP2_HUMAN,UN45A_HUMAN
A7UKY0_HUMAN,HHEX_HUMAN
A7UKY0_HUMAN,KCIP2_HUMAN
A7UKY0_HUMAN,TIGAR_HUMAN
A7UKY0_HUMAN,SPI1_HUMAN
A7UKY0_HUMAN,TSN17_HUMAN
P3C2G_HUMAN,SNED1_HUMAN
P3C2G_HUMAN,FHAD1_HUMAN
P3C2G_HUMAN,A0A6Q8PFY3_HUMAN
P3C2G_HUMAN,MIA2_HUMAN
P3C2G_HUMAN,ERBIN_HUMAN
P3C2G_HUMAN,F8W9S7_HUMAN
PK3CA_HUMAN,E9PK67_HUMAN
PK3CA_HUMAN,CND3_HUMAN
PK3CA_HUMAN,SMG5_HUMAN
PK3CA_HUMAN,PTPR2_HUMAN
PK3CA_HUMAN,SKOR2_HUMAN
PK3CA_HUMAN,MAML1_HUMAN
SRPK2_HUMAN,SARM1_HUMAN
SRPK2_HUMAN,P85A_HUMAN
SRPK2_HUMAN,LARP4_HUMAN
SRPK2_HUMAN,H0YB16_HUMAN
SRPK2_HUMAN,HS90B_HUMAN
SRPK2_HUMAN,DLG4_HUMAN
HSP7C_HUMAN,ZN653_HUMAN
HSP7C_HUMAN,DDX5_HUMAN
HSP7C_HUMAN,FA12_HUMAN
HSP7C_HUMAN,NUB1_HUMAN
HSP7C_HUMAN,MSL1_HUMAN
HSP7C_HUMAN,A0A0D2X7Z3_HUMAN
FAS_HUMAN,A0A804HID9_HUMAN
FAS_HUMAN,FILA2_HUMAN
FAS_HUMAN,A0A804HLC5_HUMAN
FAS_HUMAN,A0A087WYQ1_HUMAN
FAS_HUMAN,RP1L1_HUMAN
FAS_HUMAN,SPTN2_HUMAN
ERBB3_HUMAN,GAK_HUMAN
ERBB3_HUMAN,ARGAL_HUMAN
ERBB3_HUMAN,CLU_HUMAN
ERBB3_HUMAN,RAD50_HUMAN
ERBB3_HUMAN,AFF2_HUMAN
ERBB3_HUMAN,AMRA1_HUMAN
ARNT_HUMAN,STAT1_HUMAN
ARNT_HUMAN,MUTA_HUMAN
ARNT_HUMAN,POMT2_HUMAN
ARNT_HUMAN,A0A6Q8PGB2_HUMAN
ARNT_HUMAN,NEP_HUMAN
ARNT_HUMAN,FOLH1_HUMAN
MET16_HUMAN,NECT2_HUMAN
MET16_HUMAN,CARD9_HUMAN
MET16_HUMAN,EHD3_HUMAN
MET16_HUMAN,SAMD1_HUMAN
MET16_HUMAN,GBA1_HUMAN
MET16_HUMAN,SSDH_HUMAN
FPPS_HUMAN,GORS1_HUMAN
FPPS_HUMAN,ETS1_HUMAN
FPPS_HUMAN,GBRP_HUMAN
FPPS_HUMAN,UBP27_HUMAN
FPPS_HUMAN,PAFA_HUMAN
FPPS_HUMAN,NUSAP_HUMAN
NU214_HUMAN,TANC2_HUMAN
NU214_HUMAN,FYV1_HUMAN
NU214_HUMAN,SCN9A_HUMAN
NU214_HUMAN,EXPH5_HUMAN
NU214_HUMAN,TRIPC_HUMAN
NU214_HUMAN,E9PN67_HUMAN
CFTR_HUMAN,RIMS2_HUMAN
CFTR_HUMAN,RRBP1_HUMAN
CFTR_HUMAN,TCPR2_HUMAN
CFTR_HUMAN,POGZ_HUMAN
CFTR_HUMAN,TENS2_HUMAN
CFTR_HUMAN,ZN609_HUMAN
MDR1_HUMAN,A0A8I5QKT2_HUMAN
MDR1_HUMAN,A0A6Q8PGW3_HUMAN
MDR1_HUMAN,SF3B3_HUMAN
MDR1_HUMAN,AT135_HUMAN
MDR1_HUMAN,SMC3_HUMAN
MDR1_HUMAN,Q05331_HUMAN
RL22_HUMAN,IL5_HUMAN
RL22_HUMAN,ZN593_HUMAN
RL22_HUMAN,SYUB_HUMAN
RL22_HUMAN,CCL21_HUMAN
RL22_HUMAN,D6RIS4_HUMAN
RL22_HUMAN,O15202_HUMAN
ZO2_HUMAN,M18BP_HUMAN
ZO2_HUMAN,TERT_HUMAN
ZO2_HUMAN,BAG6_HUMAN
ZO2_HUMAN,AT11C_HUMAN
ZO2_HUMAN,JAK2_HUMAN
ZO2_HUMAN,SAC2_HUMAN
TIMP1_HUMAN,RB39A_HUMAN
TIMP1_HUMAN,GRB2_HUMAN
TIMP1_HUMAN,HAND2_HUMAN
TIMP1_HUMAN,RL10A_HUMAN
TIMP1_HUMAN,COQ7_HUMAN
TIMP1_HUMAN,HOP2_HUMAN
TGM2_HUMAN,ECHP_HUMAN
TGM2_HUMAN,GGA3_HUMAN
TGM2_HUMAN,LRSM1_HUMAN
TGM2_HUMAN,BBS10_HUMAN
TGM2_HUMAN,ES8L1_HUMAN
TGM2_HUMAN,VPS52_HUMAN
HS71B_HUMAN,MEN1_HUMAN
HS71B_HUMAN,LYAM2_HUMAN
HS71B_HUMAN,PDE12_HUMAN
HS71B_HUMAN,PO6F1_HUMAN
HS71B_HUMAN,KAT7_HUMAN
HS71B_HUMAN,KLH20_HUMAN
TEP1_HUMAN,H0Y465_HUMAN
TEP1_HUMAN,FAS_HUMAN
TEP1_HUMAN,CAC1A_HUMAN
TEP1_HUMAN,ZN462_HUMAN
TEP1_HUMAN,C9J0Q5_HUMAN
TEP1_HUMAN,A0A0U1RQF0_HUMAN
LRRK2_HUMAN,H3BTW3_HUMAN
LRRK2_HUMAN,A0A1B0GTJ8_HUMAN
LRRK2_HUMAN,SON_HUMAN
LRRK2_HUMAN,SPTA1_HUMAN
LRRK2_HUMAN,ZEP3_HUMAN
LRRK2_HUMAN,EP300_HUMAN
DUOX1_HUMAN,NRX1A_HUMAN
DUOX1_HUMAN,AGRL1_HUMAN
DUOX1_HUMAN,A0A804HKJ9_HUMAN
DUOX1_HUMAN,E9PFH2_HUMAN
DUOX1_HUMAN,NU153_HUMAN
DUOX1_HUMAN,A2MG_HUMAN
NU153_HUMAN,A0A804HIN4_HUMAN
NU153_HUMAN,BIRC1_HUMAN
NU153_HUMAN,A0A7P0Z436_HUMAN
NU153_HUMAN,UBP6_HUMAN
NU153_HUMAN,CE162_HUMAN
NU153_HUMAN,A0A087WW76_HUMAN
PASK_HUMAN,IRS4_HUMAN
PASK_HUMAN,L1CAM_HUMAN
PASK_HUMAN,ARI4A_HUMAN
PASK_HUMAN,LIPA2_HUMAN
PASK_HUMAN,F5GYF8_HUMAN
PASK_HUMAN,STAG1_HUMAN
ZO3_HUMAN,UBE3A_HUMAN
ZO3_HUMAN,IMB1_HUMAN
ZO3_HUMAN,STPAP_HUMAN
ZO3_HUMAN,ENPP3_HUMAN
ZO3_HUMAN,S4A11_HUMAN
ZO3_HUMAN,PDE5A_HUMAN
MRP3_HUMAN,CCD18_HUMAN
MRP3_HUMAN,FACD2_HUMAN
MRP3_HUMAN,H7C1M2_HUMAN
MRP3_HUMAN,MED14_HUMAN
MRP3_HUMAN,LRRC9_HUMAN
MRP3_HUMAN,A2ML1_HUMAN
RAB6A_HUMAN,ZBED2_HUMAN
RAB6A_HUMAN,TAF10_HUMAN
RAB6A_HUMAN,RB27B_HUMAN
RAB6A_HUMAN,SCN1B_HUMAN
RAB6A_HUMAN,CLD5_HUMAN
RAB6A_HUMAN,RB11B_HUMAN
NSD1_HUMAN,MY18B_HUMAN
NSD1_HUMAN,E9PEM5_HUMAN
NSD1_HUMAN,STAB1_HUMAN
NSD1_HUMAN,A0A804HK76_HUMAN
NSD1_HUMAN,ZFHX2_HUMAN
NSD1_HUMAN,CHD8_HUMAN
DUS28_HUMAN,H0YBC7_HUMAN
DUS28_HUMAN,DUS3_HUMAN
DUS28_HUMAN,CCD32_HUMAN
DUS28_HUMAN,REL2_HUMAN
DUS28_HUMAN,IFT22_HUMAN
DUS28_HUMAN,ADML_HUMAN
PR40A_HUMAN,A0A140VK49_HUMAN
PR40A_HUMAN,PIDD1_HUMAN
PR40A_HUMAN,A0A3B3ITZ9_HUMAN
PR40A_HUMAN,A0A1B0GTU7_HUMAN
PR40A_HUMAN,AGRF1_HUMAN
PR40A_HUMAN,H0Y8X6_HUMAN
PRDX6_HUMAN,TMED9_HUMAN
PRDX6_HUMAN,TCAM2_HUMAN
PRDX6_HUMAN,MIC25_HUMAN
PRDX6_HUMAN,DERL3_HUMAN
PRDX6_HUMAN,SWI5_HUMAN
PRDX6_HUMAN,NAA10_HUMAN
TYB4_HUMAN,TB15B_HUMAN
TYB4_HUMAN,SEHBP_HUMAN
TYB4_HUMAN,F2Z2Z9_HUMAN
TYB4_HUMAN,E5RGR5_HUMAN
TYB4_HUMAN,X6RKQ2_HUMAN
TYB4_HUMAN,C9JM62_HUMAN
RN213_HUMAN,A0A075B730_HUMAN
RN213_HUMAN,MUC2_HUMAN
RN213_HUMAN,ABCAD_HUMAN
RN213_HUMAN,USH2A_HUMAN
RN213_HUMAN,MUC4_HUMAN
RN213_HUMAN,RYR2_HUMAN
HD_HUMAN,A0A088AWP5_HUMAN
HD_HUMAN,CELR1_HUMAN
HD_HUMAN,BPTF_HUMAN
HD_HUMAN,RBP2_HUMAN
HD_HUMAN,KALRN_HUMAN
HD_HUMAN,A0A6I8PRU0_HUMAN
MT3_HUMAN,SNURF_HUMAN
MT3_HUMAN,B1AKA9_HUMAN
MT3_HUMAN,A0A087WUW1_HUMAN
MT3_HUMAN,J3QRD7_HUMAN
MT3_HUMAN,Q13731_HUMAN
MT3_HUMAN,K7ESL1_HUMAN
SKI2_HUMAN,PCD12_HUMAN
SKI2_HUMAN,A0A804HJ75_HUMAN
SKI2_HUMAN,PLCB2_HUMAN
SKI2_HUMAN,LIPA4_HUMAN
SKI2_HUMAN,ERCC5_HUMAN
SKI2_HUMAN,PALB2_HUMAN
MT1E_HUMAN,KR213_HUMAN
MT1E_HUMAN,C9J0S9_HUMAN
MT1E_HUMAN,C9JDC5_HUMAN
MT1E_HUMAN,MT1G_HUMAN
MT1E_HUMAN,KR196_HUMAN
MT1E_HUMAN,SHMOS_HUMAN
NED4L_HUMAN,DEN2C_HUMAN
NED4L_HUMAN,RB_HUMAN
NED4L_HUMAN,GBA2_HUMAN
NED4L_HUMAN,BCAS3_HUMAN
NED4L_HUMAN,A0A5F9ZGX9_HUMAN
NED4L_HUMAN,NIBA1_HUMAN
DB114_HUMAN,SPR2F_HUMAN
DB114_HUMAN,GBG12_HUMAN
DB114_HUMAN,F5H1P9_HUMAN
DB114_HUMAN,SPR2A_HUMAN
DB114_HUMAN,E9PS26_HUMAN
DB114_HUMAN,M0R1W4_HUMAN
KAT6B_HUMAN,A0A6Q8PGB0_HUMAN
KAT6B_HUMAN,H0YJS3_HUMAN
KAT6B_HUMAN,E9PHB6_HUMAN
KAT6B_HUMAN,RPB1_HUMAN
KAT6B_HUMAN,C8AP2_HUMAN
KAT6B_HUMAN,CAC1F_HUMAN
RRP44_HUMAN,H0Y3R4_HUMAN
RRP44_HUMAN,A0A8I5KRB5_HUMAN
RRP44_HUMAN,KCNB2_HUMAN
RRP44_HUMAN,ACTN4_HUMAN
RRP44_HUMAN,MAN1_HUMAN
RRP44_HUMAN,E2F7_HUMAN
MARK2_HUMAN,APBA2_HUMAN
MARK2_HUMAN,SEM3B_HUMAN
MARK2_HUMAN,PHEX_HUMAN
MARK2_HUMAN,RFX3_HUMAN
MARK2_HUMAN,PA24A_HUMAN
MARK2_HUMAN,E9PLP8_HUMAN
NR4A1_HUMAN,MMP21_HUMAN
NR4A1_HUMAN,AAKG2_HUMAN
NR4A1_HUMAN,F5H5U2_HUMAN
NR4A1_HUMAN,SPT16_HUMAN
NR4A1_HUMAN,IL1R1_HUMAN
NR4A1_HUMAN,RABE2_HUMAN
CRYAB_HUMAN,GREM1_HUMAN
CRYAB_HUMAN,B8ZZ93_HUMAN
CRYAB_HUMAN,RAP1A_HUMAN
CRYAB_HUMAN,HDBP1_HUMAN
CRYAB_HUMAN,RHEB_HUMAN
CRYAB_HUMAN,ARL2_HUMAN
LKHA4_HUMAN,PYRD2_HUMAN
LKHA4_HUMAN,A0A6Q8PHL9_HUMAN
LKHA4_HUMAN,A0A494C0Q6_HUMAN
LKHA4_HUMAN,GLT12_HUMAN
LKHA4_HUMAN,SL9A8_HUMAN
LKHA4_HUMAN,FZD10_HUMAN
FLNA_HUMAN,USP9X_HUMAN
FLNA_HUMAN,Q17RV3_HUMAN
FLNA_HUMAN,ZFY26_HUMAN
FLNA_HUMAN,STAB2_HUMAN
FLNA_HUMAN,PIEZ1_HUMAN
FLNA_HUMAN,NOTC1_HUMAN
SETBP_HUMAN,DOT1L_HUMAN
SETBP_HUMAN,CLAP1_HUMAN
SETBP_HUMAN,NFAT5_HUMAN
SETBP_HUMAN,TOPB1_HUMAN
SETBP_HUMAN,A0A3B3IT25_HUMAN
SETBP_HUMAN,SLIT3_HUMAN
PPAC_HUMAN,UB2G2_HUMAN
PPAC_HUMAN,HES5_HUMAN
PPAC_HUMAN,PPIA_HUMAN
PPAC_HUMAN,PPIL1_HUMAN
PPAC_HUMAN,COF1_HUMAN
PPAC_HUMAN,THIOM_HUMAN
PUR2_HUMAN,H3BP71_HUMAN
PUR2_HUMAN,B7Z2R1_HUMAN
PUR2_HUMAN,A0A8I5KRN0_HUMAN
PUR2_HUMAN,A0A6Q8PF33_HUMAN
PUR2_HUMAN,B1AKL4_HUMAN
PUR2_HUMAN,RBM19_HUMAN
BRSK1_HUMAN,A4FUA6_HUMAN
BRSK1_HUMAN,NALD2_HUMAN
BRSK1_HUMAN,ABCD2_HUMAN
BRSK1_HUMAN,C9JMN1_HUMAN
BRSK1_HUMAN,DAXX_HUMAN
BRSK1_HUMAN,POLI_HUMAN
FGF2_HUMAN,ORAI1_HUMAN
FGF2_HUMAN,NKX26_HUMAN
FGF2_HUMAN,CHIP_HUMAN
FGF2_HUMAN,CDK4_HUMAN
FGF2_HUMAN,KLF7_HUMAN
FGF2_HUMAN,GIMA7_HUMAN
POTE1_HUMAN,MTM1_HUMAN
POTE1_HUMAN,GLT10_HUMAN
POTE1_HUMAN,HAUS3_HUMAN
POTE1_HUMAN,E9PIN3_HUMAN
POTE1_HUMAN,GALT9_HUMAN
POTE1_HUMAN,NR2C1_HUMAN
TRI15_HUMAN,ZDHC1_HUMAN
TRI15_HUMAN,NOE1_HUMAN
TRI15_HUMAN,KMO_HUMAN
TRI15_HUMAN,CELF1_HUMAN
TRI15_HUMAN,HCLS1_HUMAN
TRI15_HUMAN,SRMS_HUMAN
PI5PA_HUMAN,MDGA2_HUMAN
PI5PA_HUMAN,C9J7E5_HUMAN
PI5PA_HUMAN,DRP2_HUMAN
PI5PA_HUMAN,AMPE_HUMAN
PI5PA_HUMAN,ZHX3_HUMAN
PI5PA_HUMAN,A0A158RFW1_HUMAN
NF2L2_HUMAN,POC5_HUMAN
NF2L2_HUMAN,TFE3_HUMAN
NF2L2_HUMAN,P2R3B_HUMAN
NF2L2_HUMAN,A0A6Q8PFM9_HUMAN
NF2L2_HUMAN,APBA3_HUMAN
NF2L2_HUMAN,TRBM_HUMAN
ENOA_HUMAN,MYC_HUMAN
ENOA_HUMAN,GBRA1_HUMAN
ENOA_HUMAN,RUNX1_HUMAN
ENOA_HUMAN,BCL3_HUMAN
ENOA_HUMAN,GUAD_HUMAN
ENOA_HUMAN,PRUN1_HUMAN
DFB4A_HUMAN,A0A0A0MRK5_HUMAN
DFB4A_HUMAN,H0YNX7_HUMAN
DFB4A_HUMAN,H0YCZ6_HUMAN
DFB4A_HUMAN,GBG13_HUMAN
DFB4A_HUMAN,C9JAK9_HUMAN
DFB4A_HUMAN,D103A_HUMAN
PLCG2_HUMAN,XPO5_HUMAN
PLCG2_HUMAN,INT2_HUMAN
PLCG2_HUMAN,H7C2C6_HUMAN
PLCG2_HUMAN,A0A8I5KXH8_HUMAN
PLCG2_HUMAN,LIPA1_HUMAN
PLCG2_HUMAN,HCN4_HUMAN
SRC_HUMAN,FBX15_HUMAN
SRC_HUMAN,K4PZ75_HUMAN
SRC_HUMAN,A0A0S2Z592_HUMAN
SRC_HUMAN,A0A7P0T843_HUMAN
SRC_HUMAN,A0A0S2Z4C3_HUMAN
SRC_HUMAN,TOE1_HUMAN
TNKS1_HUMAN,Q5VZU9_HUMAN
TNKS1_HUMAN,A0A7I2V4R5_HUMAN
TNKS1_HUMAN,A0A804HL87_HUMAN
TNKS1_HUMAN,SYIC_HUMAN
TNKS1_HUMAN,SGO2_HUMAN
TNKS1_HUMAN,PLCG2_HUMAN
PTPR2_HUMAN,PTPRN_HUMAN
PTPR2_HUMAN,KIT_HUMAN
PTPR2_HUMAN,NAC1_HUMAN
PTPR2_HUMAN,SYAC_HUMAN
PTPR2_HUMAN,Z3H7B_HUMAN
PTPR2_HUMAN,PKD2_HUMAN
GRHL1_HUMAN,A0A5F9ZHZ5_HUMAN
GRHL1_HUMAN,B2RDF2_HUMAN
GRHL1_HUMAN,Q5H909_HUMAN
GRHL1_HUMAN,H0Y5R1_HUMAN
GRHL1_HUMAN,DYRK3_HUMAN
GRHL1_HUMAN,ASB15_HUMAN
PGM2_HUMAN,SYN2_HUMAN
PGM2_HUMAN,LYRIC_HUMAN
PGM2_HUMAN,SHC2_HUMAN
PGM2_HUMAN,A0A8I5KTR5_HUMAN
PGM2_HUMAN,DCP1A_HUMAN
PGM2_HUMAN,FKB10_HUMAN
DESP_HUMAN,E7ETD6_HUMAN
DESP_HUMAN,A0A140VK53_HUMAN
DESP_HUMAN,ITPR1_HUMAN
DESP_HUMAN,E7EPN9_HUMAN
DESP_HUMAN,E9PDC2_HUMAN
DESP_HUMAN,UBR5_HUMAN
XDH_HUMAN,F8VXG7_HUMAN
XDH_HUMAN,E9PKC0_HUMAN
XDH_HUMAN,BCR_HUMAN
XDH_HUMAN,A0A1B0GV09_HUMAN
XDH_HUMAN,VIGLN_HUMAN
XDH_HUMAN,A0A087X2C4_HUMAN
MTMR3_HUMAN,F184A_HUMAN
MTMR3_HUMAN,MYPC2_HUMAN
MTMR3_HUMAN,COJA1_HUMAN
MTMR3_HUMAN,NGAP_HUMAN
MTMR3_HUMAN,MYPC1_HUMAN
MTMR3_HUMAN,MAGC1_HUMAN
KSYK_HUMAN,NET1_HUMAN
KSYK_HUMAN,A0A140VKE5_HUMAN
KSYK_HUMAN,B4DN07_HUMAN
KSYK_HUMAN,A0A7P0T961_HUMAN
KSYK_HUMAN,MAON_HUMAN
KSYK_HUMAN,A0A2U3TZN9_HUMAN
RS12_HUMAN,GOGA7_HUMAN
RS12_HUMAN,FABP5_HUMAN
RS12_HUMAN,CST11_HUMAN
RS12_HUMAN,RNK_HUMAN
RS12_HUMAN,RS17_HUMAN
RS12_HUMAN,RL28_HUMAN
TNAP3_HUMAN,A0A1W2PR74_HUMAN
TNAP3_HUMAN,A0A090N8E9_HUMAN
TNAP3_HUMAN,A0A087WT78_HUMAN
TNAP3_HUMAN,B4E1C1_HUMAN
TNAP3_HUMAN,A0A0F7NGI8_HUMAN
TNAP3_HUMAN,A0A090N7U3_HUMAN
RS21_HUMAN,CX7A1_HUMAN
RS21_HUMAN,SMR3B_HUMAN
RS21_HUMAN,A0A286YF53_HUMAN
RS21_HUMAN,ISK1_HUMAN
RS21_HUMAN,CKS1_HUMAN
RS21_HUMAN,Q709A9_HUMAN
GANP_HUMAN,A0A2R8YFK9_HUMAN
GANP_HUMAN,A0A669KBG8_HUMAN
GANP_HUMAN,A0A669KB10_HUMAN
GANP_HUMAN,A0A8I5KVF2_HUMAN
GANP_HUMAN,A0A8I5KTI7_HUMAN
GANP_HUMAN,A0A2R8Y5J0_HUMAN
FIG4_HUMAN,PROM1_HUMAN
FIG4_HUMAN,SEM4D_HUMAN
FIG4_HUMAN,MILK1_HUMAN
FIG4_HUMAN,TAF4B_HUMAN
FIG4_HUMAN,ENPP2_HUMAN
FIG4_HUMAN,CEP97_HUMAN
BIP_HUMAN,THRB_HUMAN
BIP_HUMAN,ZDH13_HUMAN
BIP_HUMAN,MATN4_HUMAN
BIP_HUMAN,DTX2_HUMAN
BIP_HUMAN,FANCG_HUMAN
BIP_HUMAN,A0A2R8Y5G6_HUMAN
S27A6_HUMAN,A0A2R8Y7L2_HUMAN
S27A6_HUMAN,A0A6Q8PFS4_HUMAN
S27A6_HUMAN,A0A1B0GTP9_HUMAN
S27A6_HUMAN,ARSL_HUMAN
S27A6_HUMAN,ZBT46_HUMAN
S27A6_HUMAN,POF1B_HUMAN
DPOE1_HUMAN,FREM1_HUMAN
DPOE1_HUMAN,E9PDI6_HUMAN
DPOE1_HUMAN,KNTC1_HUMAN
DPOE1_HUMAN,INT1_HUMAN
DPOE1_HUMAN,UN13C_HUMAN
DPOE1_HUMAN,A0A3B3ITG1_HUMAN
PLB1_HUMAN,A0A804HK30_HUMAN
PLB1_HUMAN,A0A804HKJ0_HUMAN
PLB1_HUMAN,NU155_HUMAN
PLB1_HUMAN,RBGPR_HUMAN
PLB1_HUMAN,GASP1_HUMAN
PLB1_HUMAN,ATAD2_HUMAN
PK3CG_HUMAN,ITAV_HUMAN
PK3CG_HUMAN,ST18_HUMAN
PK3CG_HUMAN,H0Y3N9_HUMAN
PK3CG_HUMAN,I3L2J8_HUMAN
PK3CG_HUMAN,A0A2R8YEE0_HUMAN
PK3CG_HUMAN,ZN217_HUMAN
AMD_HUMAN,A0A590UJ75_HUMAN
AMD_HUMAN,STOX2_HUMAN
AMD_HUMAN,RIGI_HUMAN
AMD_HUMAN,A0A2R8YEC9_HUMAN
AMD_HUMAN,A4D0W4_HUMAN
AMD_HUMAN,OTU7A_HUMAN
NEDD8_HUMAN,LEAP2_HUMAN
NEDD8_HUMAN,H3BMM2_HUMAN
NEDD8_HUMAN,SVIP_HUMAN
NEDD8_HUMAN,P78328_HUMAN
NEDD8_HUMAN,B9A032_HUMAN
NEDD8_HUMAN,M0QXM8_HUMAN
MSRB1_HUMAN,H7C173_HUMAN
MSRB1_HUMAN,E9PNB9_HUMAN
MSRB1_HUMAN,F8VYH5_HUMAN
MSRB1_HUMAN,F5H285_HUMAN
MSRB1_HUMAN,A0A0C4DG57_HUMAN
MSRB1_HUMAN,A0A087WW33_HUMAN
OFD1_HUMAN,A0A0D9SGC1_HUMAN
OFD1_HUMAN,LRP8_HUMAN
OFD1_HUMAN,SART3_HUMAN
OFD1_HUMAN,IREB2_HUMAN
OFD1_HUMAN,AGRD2_HUMAN
OFD1_HUMAN,IPO13_HUMAN
EXOS7_HUMAN,A0A087X2D5_HUMAN
EXOS7_HUMAN,AIDA_HUMAN
EXOS7_HUMAN,PRRT1_HUMAN
EXOS7_HUMAN,A0A5F9ZHD4_HUMAN
EXOS7_HUMAN,DOK5_HUMAN
EXOS7_HUMAN,PABP2_HUMAN
PAK1_HUMAN,ASB3_HUMAN
PAK1_HUMAN,M0R0L2_HUMAN
PAK1_HUMAN,MSPD2_HUMAN
PAK1_HUMAN,M0R2A8_HUMAN
PAK1_HUMAN,SYSM_HUMAN
PAK1_HUMAN,UTP15_HUMAN
AL7A1_HUMAN,G3V5S2_HUMAN
AL7A1_HUMAN,MMP27_HUMAN
AL7A1_HUMAN,A0A1U9X8R9_HUMAN
AL7A1_HUMAN,Q5W015_HUMAN
AL7A1_HUMAN,A0A7P0T9A7_HUMAN
AL7A1_HUMAN,KAT5_HUMAN
SYYC_HUMAN,SPHM_HUMAN
SYYC_HUMAN,CP2J2_HUMAN
SYYC_HUMAN,A0A7P0Z4G8_HUMAN
SYYC_HUMAN,CP3A5_HUMAN
SYYC_HUMAN,P4HTM_HUMAN
SYYC_HUMAN,ACHA7_HUMAN
RBX1_HUMAN,FMC1_HUMAN
RBX1_HUMAN,A0A0A0MTT8_HUMAN
RBX1_HUMAN,PATE2_HUMAN
RBX1_HUMAN,K7EP01_HUMAN
RBX1_HUMAN,F5H785_HUMAN
RBX1_HUMAN,CD046_HUMAN
KAD4_HUMAN,NKX31_HUMAN
KAD4_HUMAN,MASU1_HUMAN
KAD4_HUMAN,CHM4C_HUMAN
KAD4_HUMAN,KITH_HUMAN
