tp_id,ntp_id
HOLE_ECOLI,CLE19_ARATH
HOLE_ECOLI,A0A0U1RPR9_MOUSE
HOLE_ECOLI,COA5_MOUSE
HOLE_ECOLI,SCOP1_ARATH
HOLE_ECOLI,ATPL_ECOLI
HOLE_ECOLI,CKS1_MOUSE
HOLE_ECOLI,SPTSB_MOUSE
HOLE_ECOLI,LPP_ECOLI
HOLE_ECOLI,A0A087WQN9_MOUSE
HOLE_ECOLI,RELB_ECOLI
HOLE_ECOLI,A0A0U1RP12_MOUSE
HOLE_ECOLI,CX171_ARATH
HOLE_ECOLI,PPTA_ECOLI
HOLE_ECOLI,NDB3B_ARATH
HOLE_ECOLI,CK2N1_MOUSE
HOLE_ECOLI,ZN706_MOUSE
HOLE_ECOLI,IDA_ARATH
HOLE_ECOLI,Q8L923_ARATH
HOLE_ECOLI,KILR_ECOLI
HOLE_ECOLI,YODD_ECOLI
HOLE_ECOLI,PSY1_ARATH
HOLE_ECOLI,CD24_MOUSE
MYLK_MOUSE,E0CZ42_MOUSE
MYLK_MOUSE,APC1_MOUSE
MYLK_MOUSE,CALS1_ARATH
MYLK_MOUSE,GP210_ARATH
MYLK_MOUSE,F4JHM9_ARATH
MYLK_MOUSE,TAF1_ARATH
MYLK_MOUSE,CFA65_MOUSE
MYLK_MOUSE,E9Q614_MOUSE
MYLK_MOUSE,MYH1_MOUSE
MYLK_MOUSE,M0QWP1_MOUSE
MYLK_MOUSE,WDR81_MOUSE
MYLK_MOUSE,F7C528_MOUSE
MYLK_MOUSE,MYH4_MOUSE
MYLK_MOUSE,K1549_MOUSE
MYLK_MOUSE,B1AR69_MOUSE
MYLK_MOUSE,TANC2_MOUSE
MYLK_MOUSE,EVPL_MOUSE
MYLK_MOUSE,KAT6B_MOUSE
MYLK_MOUSE,SET1B_MOUSE
MYLK_MOUSE,MYH7B_MOUSE
MYLK_MOUSE,GRB1L_MOUSE
MYLK_MOUSE,TP53B_MOUSE
MYLK_MOUSE,TRPM6_MOUSE
MYLK_MOUSE,PLXB3_MOUSE
MYLK_MOUSE,MYH8_MOUSE
MYLK_MOUSE,SHRM3_MOUSE
MYLK_MOUSE,RHG21_MOUSE
MYLK_MOUSE,CALS7_ARATH
MYLK_MOUSE,PLXA1_MOUSE
MYLK_MOUSE,MTMRD_MOUSE
MYLK_MOUSE,PO210_MOUSE
MYLK_MOUSE,SKT_MOUSE
MYLK_MOUSE,F7DC70_MOUSE
MYLK_MOUSE,RRP5_MOUSE
MYLK_MOUSE,TRIPC_MOUSE
MYLK_MOUSE,SCN3A_MOUSE
MYLK_MOUSE,PLXA2_MOUSE
MYLK_MOUSE,RPB1_MOUSE
MYLK_MOUSE,DCL1_ARATH
MYLK_MOUSE,VWA8_MOUSE
MYLK_MOUSE,PARP4_MOUSE
MYLK_MOUSE,CAC1F_MOUSE
MYLK_MOUSE,Q571K1_MOUSE
MYLK_MOUSE,MED13_ARATH
MYLK_MOUSE,MYH3_MOUSE
MYLK_MOUSE,MTCL1_MOUSE
MYLK_MOUSE,Q99PB3_MOUSE
MYLK_MOUSE,TENS1_MOUSE
MYLK_MOUSE,P210L_MOUSE
MYLK_MOUSE,DOCK3_MOUSE
MYLK_MOUSE,MOM1_ARATH
MYLK_MOUSE,MYH14_MOUSE
MYLK_MOUSE,CALSA_ARATH
MYLK_MOUSE,ATS20_MOUSE
MYLK_MOUSE,DOCK1_MOUSE
MYLK_MOUSE,DCAF1_ARATH
MYLK_MOUSE,MOR1_ARATH
MYLK_MOUSE,CROCC_MOUSE
MYLK_MOUSE,DOCK4_MOUSE
MYLK_MOUSE,BAZ2A_MOUSE
MYLK_MOUSE,MYH10_MOUSE
MYLK_MOUSE,GANP_MOUSE
MYLK_MOUSE,A2A7F4_MOUSE
MYLK_MOUSE,RP1L1_MOUSE
MYLK_MOUSE,ZN106_MOUSE
MYLK_MOUSE,RGPA1_MOUSE
MYLK_MOUSE,RGPA2_MOUSE
MYLK_MOUSE,RIMB1_MOUSE
MYLK_MOUSE,MYH2_MOUSE
MYLK_MOUSE,SCN8A_MOUSE
MYLK_MOUSE,CHD4_MOUSE
MYLK_MOUSE,TTC3_MOUSE
MYLK_MOUSE,GRDN_MOUSE
MYLK_MOUSE,SCN9A_MOUSE
MYLK_MOUSE,MYH7_MOUSE
MYLK_MOUSE,TARA_MOUSE
MYLK_MOUSE,PCSK5_MOUSE
MYLK_MOUSE,MYH11_MOUSE
MYLK_MOUSE,PTPRB_MOUSE
MYLK_MOUSE,KAT6A_MOUSE
MYLK_MOUSE,SCN1A_MOUSE
MYLK_MOUSE,C8AP2_MOUSE
MYLK_MOUSE,ANK1_MOUSE
MYLK_MOUSE,NAV1_MOUSE
MYLK_MOUSE,REV3_ARATH
MYLK_MOUSE,RAI1_MOUSE
MYLK_MOUSE,P4KA1_ARATH
MYLK_MOUSE,Q6A087_MOUSE
MYLK_MOUSE,PTPRF_MOUSE
MYLK_MOUSE,F4HTM5_ARATH
MYLK_MOUSE,SCN2A_MOUSE
MYLK_MOUSE,TCF20_MOUSE
MYLK_MOUSE,SCC2_ARATH
MYLK_MOUSE,MTMR5_MOUSE
MYLK_MOUSE,SCNAA_MOUSE
MYLK_MOUSE,MYO5A_MOUSE
MYLK_MOUSE,PCM1_MOUSE
MYLK_MOUSE,DEN4C_MOUSE
MYLK_MOUSE,EAF1B_ARATH
MYLK_MOUSE,DME_ARATH
TUSA_ECOLI,CML28_ARATH
TUSA_ECOLI,MT2A_ARATH
TUSA_ECOLI,ESFLA_ARATH
TUSA_ECOLI,B9DG55_ARATH
TUSA_ECOLI,BRK1_ARATH
TUSA_ECOLI,Q9C7G9_ARATH
TUSA_ECOLI,DEF32_ARATH
TUSA_ECOLI,F4KDB4_ARATH
TUSA_ECOLI,CLE5_ARATH
TUSA_ECOLI,CLE4_ARATH
TUSA_ECOLI,DF266_ARATH
TUSA_ECOLI,NRDH_ECOLI
TUSA_ECOLI,CML29_ARATH
TUSA_ECOLI,F4JC32_ARATH
TUSA_ECOLI,PEP4_ARATH
TUSA_ECOLI,Q8LEW6_ARATH
TUSA_ECOLI,O88259_MOUSE
TUSA_ECOLI,PSPG_ECOLI
TUSA_ECOLI,SC61B_ARATH
TUSA_ECOLI,Q8VYN3_ARATH
TUSA_ECOLI,WIH1_ARATH
TUSA_ECOLI,CEDA_ECOLI
TUSA_ECOLI,Q94AL6_ARATH
TUSA_ECOLI,CHPS_ECOLI
TUSA_ECOLI,DINI_ECOLI
TUSA_ECOLI,YJHX_ECOLI
TUSA_ECOLI,YMJA_ECOLI
TUSA_ECOLI,SMR5_ARATH
TUSA_ECOLI,YIDD_ECOLI
TUSA_ECOLI,A0A3Q4L2S4_MOUSE
TUSA_ECOLI,YMGC_ECOLI
TUSA_ECOLI,DPH3_MOUSE
TUSA_ECOLI,A8R0U9_MOUSE
TUSA_ECOLI,YCIN_ECOLI
TUSA_ECOLI,YJBE_ECOLI
TUSA_ECOLI,A8R0X1_MOUSE
TUSA_ECOLI,A0A087WRN7_MOUSE
TUSA_ECOLI,D3YX04_MOUSE
TUSA_ECOLI,Q60833_MOUSE
TUSA_ECOLI,A8R0W6_MOUSE
TUSA_ECOLI,A8R0U7_MOUSE
TUSA_ECOLI,Q1RLK7_MOUSE
TUSA_ECOLI,NDUA4_MOUSE
TUSA_ECOLI,O88261_MOUSE
TUSA_ECOLI,SPR2D_MOUSE
TUSA_ECOLI,A8R0U8_MOUSE
TUSA_ECOLI,SP2A1_MOUSE
TUSA_ECOLI,RS21_MOUSE
TUSA_ECOLI,A0A2R8VJW7_MOUSE
TUSA_ECOLI,NMES1_MOUSE
TUSA_ECOLI,Q9D2H1_MOUSE
TUSA_ECOLI,RS27L_MOUSE
TUSA_ECOLI,TFF3_MOUSE
TUSA_ECOLI,ROF_ECOLI
TUSA_ECOLI,UQCC5_MOUSE
TUSA_ECOLI,VA0E1_MOUSE
TUSA_ECOLI,Q8BTB4_MOUSE
TUSA_ECOLI,VA0E2_MOUSE
TUSA_ECOLI,RS212_ARATH
TUSA_ECOLI,WFD12_MOUSE
TUSA_ECOLI,GFRP_MOUSE
TUSA_ECOLI,EX7S_ECOLI
TUSA_ECOLI,MT4B_ARATH
TUSA_ECOLI,MOAD_ECOLI
TUSA_ECOLI,RS27_MOUSE
TUSA_ECOLI,STMP9_ARATH
TUSA_ECOLI,ZAPB_ECOLI
TUSA_ECOLI,CNCG_MOUSE
TUSA_ECOLI,RS211_ARATH
TUSA_ECOLI,RS273_ARATH
TUSA_ECOLI,A0A1B0GQY1_MOUSE
TUSA_ECOLI,DEF18_ARATH
TUSA_ECOLI,STMP7_ARATH
TUSA_ECOLI,RS271_ARATH
TUSA_ECOLI,YFAE_ECOLI
TUSA_ECOLI,AKA7A_MOUSE
TUSA_ECOLI,A7ISQ0_MOUSE
TUSA_ECOLI,IBAG_ECOLI
TUSA_ECOLI,DEF16_ARATH
TUSA_ECOLI,MAZE_ECOLI
TUSA_ECOLI,QCR8_MOUSE
TUSA_ECOLI,MSTN1_MOUSE
TUSA_ECOLI,STMP3_ARATH
TUSA_ECOLI,ESF11_ARATH
TUSA_ECOLI,SMPX_MOUSE
TUSA_ECOLI,GLRX1_ECOLI
TUSA_ECOLI,Q38842_ARATH
TUSA_ECOLI,CKS2_ARATH
TUSA_ECOLI,Q8BMX5_MOUSE
TUSA_ECOLI,SOP15_ARATH
TUSA_ECOLI,UFM1_MOUSE
TUSA_ECOLI,CLE25_ARATH
TUSA_ECOLI,YOEB_ECOLI
TUSA_ECOLI,SAQR_ARATH
TUSA_ECOLI,PTHP_ECOLI
TUSA_ECOLI,Q8C0W0_MOUSE
TUSA_ECOLI,A0A0A6YVP5_MOUSE
TUSA_ECOLI,HYBG_ECOLI
TUSA_ECOLI,A0A140LHC2_MOUSE
TUSA_ECOLI,PCEP3_ARATH
CO4B_MOUSE,CO4A_MOUSE
CO4B_MOUSE,COOA1_MOUSE
CO4B_MOUSE,BIG2_ARATH
CO4B_MOUSE,F4HY36_ARATH
CO4B_MOUSE,BIG4_ARATH
CO4B_MOUSE,IF4G_ARATH
CO4B_MOUSE,HAC5_ARATH
CO4B_MOUSE,TET3_MOUSE
CO4B_MOUSE,HAC12_ARATH
CO4B_MOUSE,C3H19_ARATH
CO4B_MOUSE,MYO10_ARATH
CO4B_MOUSE,F8VQG7_MOUSE
CO4B_MOUSE,TI214_ARATH
CO4B_MOUSE,MYO7_ARATH
CO4B_MOUSE,REC2_ARATH
CO4B_MOUSE,E9PZ87_MOUSE
CO4B_MOUSE,RPP2C_ARATH
CO4B_MOUSE,B5THE3_MOUSE
CO4B_MOUSE,G3X9F7_MOUSE
CO4B_MOUSE,SAC3B_ARATH
CO4B_MOUSE,TAF1B_ARATH
CO4B_MOUSE,COIA1_MOUSE
CO4B_MOUSE,ABCAH_MOUSE
CO4B_MOUSE,B9EKQ3_MOUSE
CO4B_MOUSE,E9PYF4_MOUSE
CO4B_MOUSE,RREB1_MOUSE
CO4B_MOUSE,SHAN3_MOUSE
CO4B_MOUSE,TB182_MOUSE
CO4B_MOUSE,CHD1_MOUSE
CO4B_MOUSE,A2A7B5_MOUSE
CO4B_MOUSE,F8VQM5_MOUSE
CO4B_MOUSE,LTBP2_MOUSE
CO4B_MOUSE,E9PWH4_MOUSE
CO4B_MOUSE,H3BLD7_MOUSE
CO4B_MOUSE,CUL7_MOUSE
CO4B_MOUSE,MDC1_MOUSE
CO4B_MOUSE,E9PZQ1_MOUSE
CO4B_MOUSE,NWD2_MOUSE
CO4B_MOUSE,LY75_MOUSE
CO4B_MOUSE,NUP98_MOUSE
CO4B_MOUSE,Q6XBG2_MOUSE
CO4B_MOUSE,UBR1_MOUSE
CO4B_MOUSE,CE152_MOUSE
CO4B_MOUSE,PLCH1_MOUSE
CO4B_MOUSE,CASZ1_MOUSE
CO4B_MOUSE,SI1L2_MOUSE
CO4B_MOUSE,Q9JLI2_MOUSE
CO4B_MOUSE,BIG3_ARATH
CO4B_MOUSE,TNR6B_MOUSE
CO4B_MOUSE,BIG5_ARATH
CO4B_MOUSE,LTN1_MOUSE
CO4B_MOUSE,CFA43_MOUSE
CO4B_MOUSE,TIAM2_MOUSE
CO4B_MOUSE,ITSN2_MOUSE
CO4B_MOUSE,WIZ_MOUSE
CO4B_MOUSE,SPT6H_MOUSE
CO4B_MOUSE,CLAH2_ARATH
CO4B_MOUSE,APC1_ARATH
CO4B_MOUSE,STRC_MOUSE
CO4B_MOUSE,MYOM1_MOUSE
CO4B_MOUSE,CLH1_MOUSE
CO4B_MOUSE,SPKAP_MOUSE
CO4B_MOUSE,AKA12_MOUSE
CO4B_MOUSE,E9Q532_MOUSE
CO4B_MOUSE,BTBD8_MOUSE
CO4B_MOUSE,AFAD_MOUSE
CO4B_MOUSE,PEPL_MOUSE
CO4B_MOUSE,B5THE2_MOUSE
CO4B_MOUSE,WNK3_MOUSE
CO4B_MOUSE,FAB1A_ARATH
CO4B_MOUSE,Q80TJ5_MOUSE
CO4B_MOUSE,LAMB1_MOUSE
CO4B_MOUSE,Q9FM57_ARATH
CO4B_MOUSE,SN_MOUSE
CO4B_MOUSE,H9LAN6_MOUSE
CO4B_MOUSE,TGRM1_MOUSE
CO4B_MOUSE,ADGB_MOUSE
CO4B_MOUSE,PAR14_MOUSE
CO4B_MOUSE,MED14_ARATH
CO4B_MOUSE,LTBP4_MOUSE
CO4B_MOUSE,EH1L1_MOUSE
CO4B_MOUSE,Q571B7_MOUSE
CO4B_MOUSE,MTAP2_MOUSE
CO4B_MOUSE,SHGR6_ARATH
CO4B_MOUSE,LRIQ1_MOUSE
CO4B_MOUSE,NRAP_MOUSE
CO4B_MOUSE,XRN1_MOUSE
CO4B_MOUSE,ALPK3_MOUSE
CO4B_MOUSE,MRCKA_MOUSE
CO4B_MOUSE,ARID2_MOUSE
CO4B_MOUSE,NET1A_ARATH
CO4B_MOUSE,ZO1_MOUSE
CO4B_MOUSE,RBBP6_MOUSE
CO4B_MOUSE,CHD2_MOUSE
CO4B_MOUSE,LAMA4_MOUSE
CO4B_MOUSE,CLAH1_ARATH
CO4B_MOUSE,EXA1_ARATH
CO4B_MOUSE,LAMB2_MOUSE
CO4B_MOUSE,P3C2A_MOUSE
CO4B_MOUSE,PHLP1_MOUSE
NPHP4_MOUSE,CLU_ARATH
NPHP4_MOUSE,AB35G_ARATH
NPHP4_MOUSE,CECR2_MOUSE
NPHP4_MOUSE,NPAT_MOUSE
NPHP4_MOUSE,MUG1_MOUSE
NPHP4_MOUSE,ASY2_ARATH
NPHP4_MOUSE,AB7C_ARATH
NPHP4_MOUSE,AB32G_ARATH
NPHP4_MOUSE,CLSY3_ARATH
NPHP4_MOUSE,SYNJ2_MOUSE
NPHP4_MOUSE,HFM1_MOUSE
NPHP4_MOUSE,PLA2R_MOUSE
NPHP4_MOUSE,UBP19_MOUSE
NPHP4_MOUSE,F4JH01_ARATH
NPHP4_MOUSE,ATRN1_MOUSE
NPHP4_MOUSE,SIK3_MOUSE
NPHP4_MOUSE,PZP_MOUSE
NPHP4_MOUSE,CPSF1_ARATH
NPHP4_MOUSE,F4J246_ARATH
NPHP4_MOUSE,DNMT3_ARATH
NPHP4_MOUSE,GNOM_ARATH
NPHP4_MOUSE,M3KE2_ARATH
NPHP4_MOUSE,F4HWC3_ARATH
NPHP4_MOUSE,RHSD_ECOLI
NPHP4_MOUSE,PS1_ARATH
NPHP4_MOUSE,HUAL1_ARATH
NPHP4_MOUSE,GNL2_ARATH
NPHP4_MOUSE,ATS13_MOUSE
NPHP4_MOUSE,SNL1_ARATH
NPHP4_MOUSE,PKHH2_MOUSE
NPHP4_MOUSE,TOP2_ARATH
NPHP4_MOUSE,F8VQ70_MOUSE
NPHP4_MOUSE,A0A0J9YUP5_MOUSE
NPHP4_MOUSE,AGRL1_MOUSE
NPHP4_MOUSE,O55124_MOUSE
NPHP4_MOUSE,IYO_ARATH
NPHP4_MOUSE,HUAL2_ARATH
NPHP4_MOUSE,MYO13_ARATH
NPHP4_MOUSE,PTPRM_MOUSE
NPHP4_MOUSE,COHA1_MOUSE
NPHP4_MOUSE,PLB1_MOUSE
NPHP4_MOUSE,A2MG_MOUSE
NPHP4_MOUSE,B2RXC6_MOUSE
NPHP4_MOUSE,CDK12_MOUSE
NPHP4_MOUSE,COFA1_MOUSE
NPHP4_MOUSE,OVOS_MOUSE
NPHP4_MOUSE,MAGI3_MOUSE
NPHP4_MOUSE,NU160_MOUSE
NPHP4_MOUSE,GNL1_ARATH
NPHP4_MOUSE,MRC2_MOUSE
NPHP4_MOUSE,PRC2B_MOUSE
NPHP4_MOUSE,DRL21_ARATH
NPHP4_MOUSE,PDS5B_MOUSE
NPHP4_MOUSE,SNED1_MOUSE
NPHP4_MOUSE,CND1_MOUSE
NPHP4_MOUSE,TRN1_ARATH
NPHP4_MOUSE,CEIP2_MOUSE
NPHP4_MOUSE,SHAN2_MOUSE
NPHP4_MOUSE,Q7TPU7_MOUSE
NPHP4_MOUSE,PRAG1_MOUSE
NPHP4_MOUSE,VPS8_MOUSE
NPHP4_MOUSE,PKL_ARATH
NPHP4_MOUSE,WDR7_MOUSE
NPHP4_MOUSE,RFX7_MOUSE
NPHP4_MOUSE,MRP5_MOUSE
NPHP4_MOUSE,PTPRU_MOUSE
NPHP4_MOUSE,MYOM3_MOUSE
NPHP4_MOUSE,NSD3_MOUSE
NPHP4_MOUSE,ALDO1_ARATH
NPHP4_MOUSE,NID2_MOUSE
NPHP4_MOUSE,RPP5_ARATH
NPHP4_MOUSE,PLPL6_MOUSE
NPHP4_MOUSE,MIA2_MOUSE
NPHP4_MOUSE,Q69ZJ3_MOUSE
NPHP4_MOUSE,MUKB_ECOLI
NPHP4_MOUSE,CSKI1_MOUSE
NPHP4_MOUSE,MED14_MOUSE
NPHP4_MOUSE,B2RXS3_MOUSE
NPHP4_MOUSE,CARL3_MOUSE
NPHP4_MOUSE,PUR4_ARATH
NPHP4_MOUSE,PTPRK_MOUSE
NPHP4_MOUSE,M3KE1_ARATH
NPHP4_MOUSE,CNDD2_ARATH
NPHP4_MOUSE,MAGI1_MOUSE
NPHP4_MOUSE,Q14BI5_MOUSE
NPHP4_MOUSE,CE164_MOUSE
NPHP4_MOUSE,Q3UQS9_MOUSE
NPHP4_MOUSE,TENS2_MOUSE
NPHP4_MOUSE,SHRM4_MOUSE
NPHP4_MOUSE,Q62411_MOUSE
NPHP4_MOUSE,BAZ1B_MOUSE
NPHP4_MOUSE,WRN_MOUSE
NPHP4_MOUSE,RON_MOUSE
NPHP4_MOUSE,SHRM2_MOUSE
NPHP4_MOUSE,CNTLN_MOUSE
NPHP4_MOUSE,YTDC2_MOUSE
NPHP4_MOUSE,PTPRT_MOUSE
NPHP4_MOUSE,GLTB_ECOLI
NPHP4_MOUSE,B7ZNF7_MOUSE
NPHP4_MOUSE,MRC1_MOUSE
AKNA_MOUSE,AB1D_ARATH
AKNA_MOUSE,HUAL3_ARATH
AKNA_MOUSE,XDH2_ARATH
AKNA_MOUSE,ACINU_MOUSE
